Update 1265/2441 | Step 2,590,720 | Episodes 17038 | FPS   2279 | Mean reward     47.1 | LR 1.45e-04 | Time   1137s
Update 1270/2441 | Step 2,600,960 | Episodes 17065 | FPS   2279 | Mean reward     53.4 | LR 1.44e-04 | Time   1141s
Update 1275/2441 | Step 2,611,200 | Episodes 17111 | FPS   2280 | Mean reward     47.9 | LR 1.43e-04 | Time   1145s
Update 1280/2441 | Step 2,621,440 | Episodes 17158 | FPS   2280 | Mean reward     61.2 | LR 1.43e-04 | Time   1150s
Update 1285/2441 | Step 2,631,680 | Episodes 17210 | FPS   2280 | Mean reward     30.8 | LR 1.42e-04 | Time   1154s
Update 1290/2441 | Step 2,641,920 | Episodes 17257 | FPS   2281 | Mean reward     31.9 | LR 1.41e-04 | Time   1158s
Update 1295/2441 | Step 2,652,160 | Episodes 17297 | FPS   2281 | Mean reward     25.6 | LR 1.41e-04 | Time   1163s
Update 1300/2441 | Step 2,662,400 | Episodes 17346 | FPS   2281 | Mean reward     16.1 | LR 1.40e-04 | Time   1167s
   ->  Model saved to checkpoints/ant_ppo_2662400.pt
Update 1305/2441 | Step 2,672,640 | Episodes 17387 | FPS   2281 | Mean reward     34.9 | LR 1.40e-04 | Time   1172s
Update 1310/2441 | Step 2,682,880 | Episodes 17438 | FPS   2281 | Mean reward     26.2 | LR 1.39e-04 | Time   1176s
Update 1315/2441 | Step 2,693,120 | Episodes 17485 | FPS   2281 | Mean reward     33.2 | LR 1.38e-04 | Time   1181s
Update 1320/2441 | Step 2,703,360 | Episodes 17514 | FPS   2281 | Mean reward     57.3 | LR 1.38e-04 | Time   1185s
Update 1325/2441 | Step 2,713,600 | Episodes 17564 | FPS   2282 | Mean reward     45.6 | LR 1.37e-04 | Time   1189s
Update 1330/2441 | Step 2,723,840 | Episodes 17609 | FPS   2282 | Mean reward     40.6 | LR 1.37e-04 | Time   1194s
Update 1335/2441 | Step 2,734,080 | Episodes 17640 | FPS   2282 | Mean reward     43.1 | LR 1.36e-04 | Time   1198s
Update 1340/2441 | Step 2,744,320 | Episodes 17668 | FPS   2282 | Mean reward     74.4 | LR 1.35e-04 | Time   1202s
Update 1345/2441 | Step 2,754,560 | Episodes 17721 | FPS   2283 | Mean reward     43.3 | LR 1.35e-04 | Time   1207s
Update 1350/2441 | Step 2,764,800 | Episodes 17775 | FPS   2283 | Mean reward     32.4 | LR 1.34e-04 | Time   1211s
   ->  Model saved to checkpoints/ant_ppo_2764800.pt
Update 1355/2441 | Step 2,775,040 | Episodes 17809 | FPS   2283 | Mean reward     61.5 | LR 1.33e-04 | Time   1216s
Update 1360/2441 | Step 2,785,280 | Episodes 17847 | FPS   2283 | Mean reward     47.3 | LR 1.33e-04 | Time   1220s
Update 1365/2441 | Step 2,795,520 | Episodes 17872 | FPS   2283 | Mean reward     92.1 | LR 1.32e-04 | Time   1224s
Update 1370/2441 | Step 2,805,760 | Episodes 17908 | FPS   2284 | Mean reward     58.0 | LR 1.32e-04 | Time   1229s
Update 1375/2441 | Step 2,816,000 | Episodes 17937 | FPS   2284 | Mean reward     66.7 | LR 1.31e-04 | Time   1233s
Update 1380/2441 | Step 2,826,240 | Episodes 17973 | FPS   2284 | Mean reward     41.1 | LR 1.30e-04 | Time   1237s
Update 1385/2441 | Step 2,836,480 | Episodes 18003 | FPS   2284 | Mean reward     76.0 | LR 1.30e-04 | Time   1242s
Update 1390/2441 | Step 2,846,720 | Episodes 18047 | FPS   2285 | Mean reward     57.3 | LR 1.29e-04 | Time   1246s
Update 1395/2441 | Step 2,856,960 | Episodes 18088 | FPS   2285 | Mean reward     54.9 | LR 1.29e-04 | Time   1250s
Update 1400/2441 | Step 2,867,200 | Episodes 18126 | FPS   2285 | Mean reward     69.1 | LR 1.28e-04 | Time   1255s
   ->  Model saved to checkpoints/ant_ppo_2867200.pt
Update 1405/2441 | Step 2,877,440 | Episodes 18173 | FPS   2285 | Mean reward     47.3 | LR 1.27e-04 | Time   1259s
Update 1410/2441 | Step 2,887,680 | Episodes 18198 | FPS   2285 | Mean reward    123.8 | LR 1.27e-04 | Time   1264s
Update 1415/2441 | Step 2,897,920 | Episodes 18224 | FPS   2285 | Mean reward     81.4 | LR 1.26e-04 | Time   1268s
Update 1420/2441 | Step 2,908,160 | Episodes 18261 | FPS   2286 | Mean reward     45.8 | LR 1.25e-04 | Time   1272s
Update 1425/2441 | Step 2,918,400 | Episodes 18306 | FPS   2286 | Mean reward     83.7 | LR 1.25e-04 | Time   1277s
Update 1430/2441 | Step 2,928,640 | Episodes 18343 | FPS   2286 | Mean reward    114.6 | LR 1.24e-04 | Time   1281s
Update 1435/2441 | Step 2,938,880 | Episodes 18370 | FPS   2286 | Mean reward     71.3 | LR 1.24e-04 | Time   1285s
Update 1440/2441 | Step 2,949,120 | Episodes 18404 | FPS   2287 | Mean reward     67.3 | LR 1.23e-04 | Time   1290s
Update 1445/2441 | Step 2,959,360 | Episodes 18437 | FPS   2287 | Mean reward     76.0 | LR 1.22e-04 | Time   1294s
Update 1450/2441 | Step 2,969,600 | Episodes 18472 | FPS   2287 | Mean reward    120.0 | LR 1.22e-04 | Time   1298s
   ->  Model saved to checkpoints/ant_ppo_2969600.pt
Update 1455/2441 | Step 2,979,840 | Episodes 18509 | FPS   2287 | Mean reward     50.6 | LR 1.21e-04 | Time   1303s
Update 1460/2441 | Step 2,990,080 | Episodes 18537 | FPS   2287 | Mean reward    139.0 | LR 1.21e-04 | Time   1307s
Update 1465/2441 | Step 3,000,320 | Episodes 18570 | FPS   2287 | Mean reward     90.3 | LR 1.20e-04 | Time   1312s
Update 1470/2441 | Step 3,010,560 | Episodes 18593 | FPS   2287 | Mean reward    111.4 | LR 1.19e-04 | Time   1317s
Update 1475/2441 | Step 3,020,800 | Episodes 18621 | FPS   2287 | Mean reward    107.6 | LR 1.19e-04 | Time   1321s
Update 1480/2441 | Step 3,031,040 | Episodes 18659 | FPS   2287 | Mean reward     96.9 | LR 1.18e-04 | Time   1325s
Update 1485/2441 | Step 3,041,280 | Episodes 18681 | FPS   2287 | Mean reward    149.9 | LR 1.17e-04 | Time   1330s
Update 1490/2441 | Step 3,051,520 | Episodes 18705 | FPS   2287 | Mean reward    119.2 | LR 1.17e-04 | Time   1334s
Update 1495/2441 | Step 3,061,760 | Episodes 18742 | FPS   2287 | Mean reward     91.5 | LR 1.16e-04 | Time   1339s
Update 1500/2441 | Step 3,072,000 | Episodes 18789 | FPS   2287 | Mean reward     57.5 | LR 1.16e-04 | Time   1343s
   ->  Model saved to checkpoints/ant_ppo_3072000.pt
Update 1505/2441 | Step 3,082,240 | Episodes 18825 | FPS   2287 | Mean reward     73.9 | LR 1.15e-04 | Time   1348s
Update 1510/2441 | Step 3,092,480 | Episodes 18868 | FPS   2286 | Mean reward     89.4 | LR 1.14e-04 | Time   1353s
Update 1515/2441 | Step 3,102,720 | Episodes 18897 | FPS   2285 | Mean reward    108.7 | LR 1.14e-04 | Time   1358s
Update 1520/2441 | Step 3,112,960 | Episodes 18929 | FPS   2285 | Mean reward    107.8 | LR 1.13e-04 | Time   1362s
Update 1525/2441 | Step 3,123,200 | Episodes 18979 | FPS   2286 | Mean reward     95.4 | LR 1.13e-04 | Time   1366s
Update 1530/2441 | Step 3,133,440 | Episodes 19010 | FPS   2286 | Mean reward    125.8 | LR 1.12e-04 | Time   1371s
Update 1535/2441 | Step 3,143,680 | Episodes 19054 | FPS   2286 | Mean reward     78.0 | LR 1.11e-04 | Time   1375s
Update 1540/2441 | Step 3,153,920 | Episodes 19096 | FPS   2286 | Mean reward    105.8 | LR 1.11e-04 | Time   1379s
Update 1545/2441 | Step 3,164,160 | Episodes 19129 | FPS   2287 | Mean reward    122.6 | LR 1.10e-04 | Time   1384s
Update 1550/2441 | Step 3,174,400 | Episodes 19160 | FPS   2287 | Mean reward    119.8 | LR 1.10e-04 | Time   1388s
   ->  Model saved to checkpoints/ant_ppo_3174400.pt
Update 1555/2441 | Step 3,184,640 | Episodes 19202 | FPS   2287 | Mean reward     69.1 | LR 1.09e-04 | Time   1392s
Update 1560/2441 | Step 3,194,880 | Episodes 19263 | FPS   2287 | Mean reward     54.4 | LR 1.08e-04 | Time   1397s
Update 1565/2441 | Step 3,205,120 | Episodes 19294 | FPS   2286 | Mean reward    116.9 | LR 1.08e-04 | Time   1402s
Update 1570/2441 | Step 3,215,360 | Episodes 19332 | FPS   2287 | Mean reward     96.2 | LR 1.07e-04 | Time   1406s
Update 1575/2441 | Step 3,225,600 | Episodes 19368 | FPS   2287 | Mean reward    106.0 | LR 1.06e-04 | Time   1410s
Update 1580/2441 | Step 3,235,840 | Episodes 19414 | FPS   2287 | Mean reward    102.0 | LR 1.06e-04 | Time   1415s
Update 1585/2441 | Step 3,246,080 | Episodes 19451 | FPS   2287 | Mean reward     99.7 | LR 1.05e-04 | Time   1419s
Update 1590/2441 | Step 3,256,320 | Episodes 19503 | FPS   2288 | Mean reward     95.7 | LR 1.05e-04 | Time   1423s
Update 1595/2441 | Step 3,266,560 | Episodes 19528 | FPS   2288 | Mean reward    156.4 | LR 1.04e-04 | Time   1428s
Update 1600/2441 | Step 3,276,800 | Episodes 19571 | FPS   2288 | Mean reward     97.5 | LR 1.03e-04 | Time   1432s
   ->  Model saved to checkpoints/ant_ppo_3276800.pt
Update 1605/2441 | Step 3,287,040 | Episodes 19606 | FPS   2288 | Mean reward    116.5 | LR 1.03e-04 | Time   1436s
Update 1610/2441 | Step 3,297,280 | Episodes 19644 | FPS   2289 | Mean reward     94.4 | LR 1.02e-04 | Time   1441s
Update 1615/2441 | Step 3,307,520 | Episodes 19673 | FPS   2289 | Mean reward    125.6 | LR 1.02e-04 | Time   1445s
Update 1620/2441 | Step 3,317,760 | Episodes 19715 | FPS   2288 | Mean reward    102.6 | LR 1.01e-04 | Time   1450s
Update 1625/2441 | Step 3,328,000 | Episodes 19745 | FPS   2288 | Mean reward    143.3 | LR 1.00e-04 | Time   1455s
Update 1630/2441 | Step 3,338,240 | Episodes 19797 | FPS   2287 | Mean reward    109.2 | LR 9.97e-05 | Time   1460s
Update 1635/2441 | Step 3,348,480 | Episodes 19822 | FPS   2287 | Mean reward    161.8 | LR 9.91e-05 | Time   1464s
Update 1640/2441 | Step 3,358,720 | Episodes 19860 | FPS   2287 | Mean reward    112.3 | LR 9.84e-05 | Time   1469s
Update 1645/2441 | Step 3,368,960 | Episodes 19913 | FPS   2286 | Mean reward     95.8 | LR 9.78e-05 | Time   1474s
Update 1650/2441 | Step 3,379,200 | Episodes 19947 | FPS   2286 | Mean reward    169.2 | LR 9.72e-05 | Time   1478s
   ->  Model saved to checkpoints/ant_ppo_3379200.pt
Update 1655/2441 | Step 3,389,440 | Episodes 19986 | FPS   2285 | Mean reward     98.0 | LR 9.66e-05 | Time   1483s
Update 1660/2441 | Step 3,399,680 | Episodes 20028 | FPS   2283 | Mean reward    104.6 | LR 9.60e-05 | Time   1489s
Update 1665/2441 | Step 3,409,920 | Episodes 20060 | FPS   2282 | Mean reward    129.8 | LR 9.54e-05 | Time   1495s
Update 1670/2441 | Step 3,420,160 | Episodes 20100 | FPS   2281 | Mean reward    163.3 | LR 9.48e-05 | Time   1499s
Update 1675/2441 | Step 3,430,400 | Episodes 20124 | FPS   2281 | Mean reward    164.9 | LR 9.41e-05 | Time   1504s
Update 1680/2441 | Step 3,440,640 | Episodes 20159 | FPS   2281 | Mean reward    171.6 | LR 9.35e-05 | Time   1508s
Update 1685/2441 | Step 3,450,880 | Episodes 20189 | FPS   2281 | Mean reward    171.8 | LR 9.29e-05 | Time   1513s
Update 1690/2441 | Step 3,461,120 | Episodes 20221 | FPS   2282 | Mean reward    178.3 | LR 9.23e-05 | Time   1517s
Update 1695/2441 | Step 3,471,360 | Episodes 20245 | FPS   2282 | Mean reward    190.6 | LR 9.17e-05 | Time   1521s
Update 1700/2441 | Step 3,481,600 | Episodes 20271 | FPS   2282 | Mean reward    168.5 | LR 9.11e-05 | Time   1526s
   ->  Model saved to checkpoints/ant_ppo_3481600.pt
Update 1705/2441 | Step 3,491,840 | Episodes 20297 | FPS   2282 | Mean reward    136.6 | LR 9.05e-05 | Time   1530s
Update 1710/2441 | Step 3,502,080 | Episodes 20321 | FPS   2281 | Mean reward    189.2 | LR 8.98e-05 | Time   1535s
Update 1715/2441 | Step 3,512,320 | Episodes 20349 | FPS   2281 | Mean reward    144.9 | LR 8.92e-05 | Time   1540s
Update 1720/2441 | Step 3,522,560 | Episodes 20371 | FPS   2281 | Mean reward    242.4 | LR 8.86e-05 | Time   1544s
Update 1725/2441 | Step 3,532,800 | Episodes 20398 | FPS   2282 | Mean reward    219.7 | LR 8.80e-05 | Time   1548s
Update 1730/2441 | Step 3,543,040 | Episodes 20420 | FPS   2282 | Mean reward    233.5 | LR 8.74e-05 | Time   1553s
Update 1735/2441 | Step 3,553,280 | Episodes 20448 | FPS   2282 | Mean reward    182.2 | LR 8.68e-05 | Time   1557s
Update 1740/2441 | Step 3,563,520 | Episodes 20468 | FPS   2282 | Mean reward    293.2 | LR 8.62e-05 | Time   1561s
Update 1745/2441 | Step 3,573,760 | Episodes 20502 | FPS   2282 | Mean reward    173.8 | LR 8.55e-05 | Time   1566s
Update 1750/2441 | Step 3,584,000 | Episodes 20526 | FPS   2283 | Mean reward    286.7 | LR 8.49e-05 | Time   1570s
   ->  Model saved to checkpoints/ant_ppo_3584000.pt
Update 1755/2441 | Step 3,594,240 | Episodes 20554 | FPS   2283 | Mean reward    255.5 | LR 8.43e-05 | Time   1574s
Update 1760/2441 | Step 3,604,480 | Episodes 20584 | FPS   2283 | Mean reward    260.8 | LR 8.37e-05 | Time   1579s
Update 1765/2441 | Step 3,614,720 | Episodes 20617 | FPS   2283 | Mean reward    234.9 | LR 8.31e-05 | Time   1583s
Update 1770/2441 | Step 3,624,960 | Episodes 20648 | FPS   2284 | Mean reward    159.8 | LR 8.25e-05 | Time   1587s
Update 1775/2441 | Step 3,635,200 | Episodes 20670 | FPS   2284 | Mean reward    323.3 | LR 8.19e-05 | Time   1592s
Update 1780/2441 | Step 3,645,440 | Episodes 20702 | FPS   2284 | Mean reward    250.4 | LR 8.12e-05 | Time   1596s
Update 1785/2441 | Step 3,655,680 | Episodes 20725 | FPS   2284 | Mean reward    246.3 | LR 8.06e-05 | Time   1600s
Update 1790/2441 | Step 3,665,920 | Episodes 20750 | FPS   2284 | Mean reward    307.4 | LR 8.00e-05 | Time   1605s
Update 1795/2441 | Step 3,676,160 | Episodes 20778 | FPS   2285 | Mean reward    232.8 | LR 7.94e-05 | Time   1609s
Update 1800/2441 | Step 3,686,400 | Episodes 20810 | FPS   2285 | Mean reward    268.4 | LR 7.88e-05 | Time   1613s
   ->  Model saved to checkpoints/ant_ppo_3686400.pt
Update 1805/2441 | Step 3,696,640 | Episodes 20839 | FPS   2285 | Mean reward    276.4 | LR 7.82e-05 | Time   1618s
Update 1810/2441 | Step 3,706,880 | Episodes 20869 | FPS   2285 | Mean reward    233.6 | LR 7.76e-05 | Time   1622s
Update 1815/2441 | Step 3,717,120 | Episodes 20899 | FPS   2285 | Mean reward    302.1 | LR 7.69e-05 | Time   1626s
Update 1820/2441 | Step 3,727,360 | Episodes 20926 | FPS   2286 | Mean reward    332.6 | LR 7.63e-05 | Time   1631s
Update 1825/2441 | Step 3,737,600 | Episodes 20947 | FPS   2286 | Mean reward    352.4 | LR 7.57e-05 | Time   1635s
Update 1830/2441 | Step 3,747,840 | Episodes 20966 | FPS   2286 | Mean reward    442.7 | LR 7.51e-05 | Time   1639s
Update 1835/2441 | Step 3,758,080 | Episodes 20990 | FPS   2286 | Mean reward    368.0 | LR 7.45e-05 | Time   1644s
Update 1840/2441 | Step 3,768,320 | Episodes 21019 | FPS   2286 | Mean reward    242.3 | LR 7.39e-05 | Time   1649s
Update 1845/2441 | Step 3,778,560 | Episodes 21049 | FPS   2285 | Mean reward    225.8 | LR 7.32e-05 | Time   1654s
Update 1850/2441 | Step 3,788,800 | Episodes 21076 | FPS   2284 | Mean reward    423.2 | LR 7.26e-05 | Time   1658s
   ->  Model saved to checkpoints/ant_ppo_3788800.pt
Update 1855/2441 | Step 3,799,040 | Episodes 21102 | FPS   2284 | Mean reward    239.8 | LR 7.20e-05 | Time   1664s
Update 1860/2441 | Step 3,809,280 | Episodes 21120 | FPS   2283 | Mean reward    347.4 | LR 7.14e-05 | Time   1669s
Update 1865/2441 | Step 3,819,520 | Episodes 21142 | FPS   2282 | Mean reward    408.8 | LR 7.08e-05 | Time   1674s
Update 1870/2441 | Step 3,829,760 | Episodes 21178 | FPS   2281 | Mean reward    199.0 | LR 7.02e-05 | Time   1679s
Update 1875/2441 | Step 3,840,000 | Episodes 21212 | FPS   2281 | Mean reward    255.5 | LR 6.96e-05 | Time   1684s
Update 1880/2441 | Step 3,850,240 | Episodes 21247 | FPS   2280 | Mean reward    271.8 | LR 6.89e-05 | Time   1688s
Update 1885/2441 | Step 3,860,480 | Episodes 21279 | FPS   2280 | Mean reward    301.5 | LR 6.83e-05 | Time   1693s
Update 1890/2441 | Step 3,870,720 | Episodes 21314 | FPS   2279 | Mean reward    251.2 | LR 6.77e-05 | Time   1698s
Update 1895/2441 | Step 3,880,960 | Episodes 21341 | FPS   2279 | Mean reward    337.1 | LR 6.71e-05 | Time   1703s
Update 1900/2441 | Step 3,891,200 | Episodes 21364 | FPS   2278 | Mean reward    413.1 | LR 6.65e-05 | Time   1708s
   ->  Model saved to checkpoints/ant_ppo_3891200.pt
Update 1905/2441 | Step 3,901,440 | Episodes 21397 | FPS   2277 | Mean reward    330.9 | LR 6.59e-05 | Time   1713s
Update 1910/2441 | Step 3,911,680 | Episodes 21429 | FPS   2277 | Mean reward    220.4 | LR 6.53e-05 | Time   1718s
Update 1915/2441 | Step 3,921,920 | Episodes 21458 | FPS   2276 | Mean reward    400.5 | LR 6.46e-05 | Time   1723s
Update 1920/2441 | Step 3,932,160 | Episodes 21487 | FPS   2275 | Mean reward    312.9 | LR 6.40e-05 | Time   1728s
Update 1925/2441 | Step 3,942,400 | Episodes 21520 | FPS   2275 | Mean reward    255.2 | LR 6.34e-05 | Time   1733s
Update 1930/2441 | Step 3,952,640 | Episodes 21557 | FPS   2274 | Mean reward    279.6 | LR 6.28e-05 | Time   1738s
Update 1935/2441 | Step 3,962,880 | Episodes 21580 | FPS   2274 | Mean reward    439.1 | LR 6.22e-05 | Time   1743s
Update 1940/2441 | Step 3,973,120 | Episodes 21606 | FPS   2273 | Mean reward    387.8 | LR 6.16e-05 | Time   1748s
Update 1945/2441 | Step 3,983,360 | Episodes 21632 | FPS   2273 | Mean reward    331.8 | LR 6.10e-05 | Time   1753s
Update 1950/2441 | Step 3,993,600 | Episodes 21662 | FPS   2272 | Mean reward    268.5 | LR 6.03e-05 | Time   1758s
   ->  Model saved to checkpoints/ant_ppo_3993600.pt
Update 1955/2441 | Step 4,003,840 | Episodes 21691 | FPS   2272 | Mean reward    339.7 | LR 5.97e-05 | Time   1763s
Update 1960/2441 | Step 4,014,080 | Episodes 21728 | FPS   2271 | Mean reward    255.1 | LR 5.91e-05 | Time   1768s
Update 1965/2441 | Step 4,024,320 | Episodes 21750 | FPS   2270 | Mean reward    467.1 | LR 5.85e-05 | Time   1772s
Update 1970/2441 | Step 4,034,560 | Episodes 21782 | FPS   2270 | Mean reward    316.3 | LR 5.79e-05 | Time   1777s
Update 1975/2441 | Step 4,044,800 | Episodes 21808 | FPS   2269 | Mean reward    392.7 | LR 5.73e-05 | Time   1782s
Update 1980/2441 | Step 4,055,040 | Episodes 21839 | FPS   2269 | Mean reward    356.3 | LR 5.67e-05 | Time   1787s
Update 1985/2441 | Step 4,065,280 | Episodes 21860 | FPS   2268 | Mean reward    491.4 | LR 5.60e-05 | Time   1792s
Update 1990/2441 | Step 4,075,520 | Episodes 21882 | FPS   2268 | Mean reward    390.5 | LR 5.54e-05 | Time   1797s
Update 1995/2441 | Step 4,085,760 | Episodes 21910 | FPS   2267 | Mean reward    363.4 | LR 5.48e-05 | Time   1802s
Update 2000/2441 | Step 4,096,000 | Episodes 21930 | FPS   2267 | Mean reward    632.3 | LR 5.42e-05 | Time   1807s
   ->  Model saved to checkpoints/ant_ppo_4096000.pt
Update 2005/2441 | Step 4,106,240 | Episodes 21959 | FPS   2266 | Mean reward    349.9 | LR 5.36e-05 | Time   1812s
Update 2010/2441 | Step 4,116,480 | Episodes 21988 | FPS   2266 | Mean reward    473.3 | LR 5.30e-05 | Time   1817s
Update 2015/2441 | Step 4,126,720 | Episodes 22011 | FPS   2265 | Mean reward    499.3 | LR 5.24e-05 | Time   1822s
Update 2020/2441 | Step 4,136,960 | Episodes 22045 | FPS   2264 | Mean reward    397.4 | LR 5.17e-05 | Time   1827s
Update 2025/2441 | Step 4,147,200 | Episodes 22071 | FPS   2263 | Mean reward    415.5 | LR 5.11e-05 | Time   1832s
Update 2030/2441 | Step 4,157,440 | Episodes 22103 | FPS   2263 | Mean reward    335.7 | LR 5.05e-05 | Time   1837s
Update 2035/2441 | Step 4,167,680 | Episodes 22124 | FPS   2262 | Mean reward    466.3 | LR 4.99e-05 | Time   1842s
Update 2040/2441 | Step 4,177,920 | Episodes 22153 | FPS   2262 | Mean reward    398.3 | LR 4.93e-05 | Time   1847s
Update 2045/2441 | Step 4,188,160 | Episodes 22182 | FPS   2261 | Mean reward    435.2 | LR 4.87e-05 | Time   1852s
Update 2050/2441 | Step 4,198,400 | Episodes 22215 | FPS   2261 | Mean reward    377.6 | LR 4.81e-05 | Time   1857s
   ->  Model saved to checkpoints/ant_ppo_4198400.pt
Update 2055/2441 | Step 4,208,640 | Episodes 22242 | FPS   2260 | Mean reward    353.2 | LR 4.74e-05 | Time   1862s
Update 2060/2441 | Step 4,218,880 | Episodes 22276 | FPS   2258 | Mean reward    331.7 | LR 4.68e-05 | Time   1868s
Update 2065/2441 | Step 4,229,120 | Episodes 22300 | FPS   2258 | Mean reward    455.2 | LR 4.62e-05 | Time   1873s
Update 2070/2441 | Step 4,239,360 | Episodes 22329 | FPS   2257 | Mean reward    478.7 | LR 4.56e-05 | Time   1878s
Update 2075/2441 | Step 4,249,600 | Episodes 22359 | FPS   2257 | Mean reward    384.2 | LR 4.50e-05 | Time   1883s
Update 2080/2441 | Step 4,259,840 | Episodes 22385 | FPS   2256 | Mean reward    417.1 | LR 4.44e-05 | Time   1888s
Update 2085/2441 | Step 4,270,080 | Episodes 22405 | FPS   2256 | Mean reward    524.9 | LR 4.38e-05 | Time   1893s
Update 2090/2441 | Step 4,280,320 | Episodes 22436 | FPS   2255 | Mean reward    271.1 | LR 4.31e-05 | Time   1898s
Update 2095/2441 | Step 4,290,560 | Episodes 22472 | FPS   2255 | Mean reward    273.6 | LR 4.25e-05 | Time   1903s
Update 2100/2441 | Step 4,300,800 | Episodes 22494 | FPS   2255 | Mean reward    413.8 | LR 4.19e-05 | Time   1908s
   ->  Model saved to checkpoints/ant_ppo_4300800.pt
Update 2105/2441 | Step 4,311,040 | Episodes 22526 | FPS   2254 | Mean reward    392.4 | LR 4.13e-05 | Time   1913s
Update 2110/2441 | Step 4,321,280 | Episodes 22556 | FPS   2253 | Mean reward    294.3 | LR 4.07e-05 | Time   1918s
Update 2115/2441 | Step 4,331,520 | Episodes 22579 | FPS   2253 | Mean reward    446.6 | LR 4.01e-05 | Time   1923s
Update 2120/2441 | Step 4,341,760 | Episodes 22604 | FPS   2252 | Mean reward    416.6 | LR 3.95e-05 | Time   1928s
Update 2125/2441 | Step 4,352,000 | Episodes 22636 | FPS   2252 | Mean reward    279.7 | LR 3.88e-05 | Time   1933s
Update 2130/2441 | Step 4,362,240 | Episodes 22660 | FPS   2251 | Mean reward    374.9 | LR 3.82e-05 | Time   1938s
Update 2135/2441 | Step 4,372,480 | Episodes 22696 | FPS   2251 | Mean reward    361.8 | LR 3.76e-05 | Time   1942s
Update 2140/2441 | Step 4,382,720 | Episodes 22721 | FPS   2251 | Mean reward    460.4 | LR 3.70e-05 | Time   1947s
Update 2145/2441 | Step 4,392,960 | Episodes 22747 | FPS   2250 | Mean reward    479.3 | LR 3.64e-05 | Time   1952s
Update 2150/2441 | Step 4,403,200 | Episodes 22774 | FPS   2250 | Mean reward    306.8 | LR 3.58e-05 | Time   1957s
   ->  Model saved to checkpoints/ant_ppo_4403200.pt
Update 2155/2441 | Step 4,413,440 | Episodes 22806 | FPS   2249 | Mean reward    343.5 | LR 3.51e-05 | Time   1962s
Update 2160/2441 | Step 4,423,680 | Episodes 22833 | FPS   2249 | Mean reward    332.4 | LR 3.45e-05 | Time   1967s
Update 2165/2441 | Step 4,433,920 | Episodes 22865 | FPS   2248 | Mean reward    336.2 | LR 3.39e-05 | Time   1972s
Update 2170/2441 | Step 4,444,160 | Episodes 22896 | FPS   2248 | Mean reward    417.2 | LR 3.33e-05 | Time   1977s
Update 2175/2441 | Step 4,454,400 | Episodes 22926 | FPS   2247 | Mean reward    336.9 | LR 3.27e-05 | Time   1982s
Update 2180/2441 | Step 4,464,640 | Episodes 22947 | FPS   2247 | Mean reward    586.7 | LR 3.21e-05 | Time   1987s
Update 2185/2441 | Step 4,474,880 | Episodes 22979 | FPS   2247 | Mean reward    419.7 | LR 3.15e-05 | Time   1992s
Update 2190/2441 | Step 4,485,120 | Episodes 23009 | FPS   2246 | Mean reward    377.4 | LR 3.08e-05 | Time   1997s
Update 2195/2441 | Step 4,495,360 | Episodes 23035 | FPS   2246 | Mean reward    487.9 | LR 3.02e-05 | Time   2002s
Update 2200/2441 | Step 4,505,600 | Episodes 23062 | FPS   2245 | Mean reward    409.4 | LR 2.96e-05 | Time   2007s
   ->  Model saved to checkpoints/ant_ppo_4505600.pt
Update 2205/2441 | Step 4,515,840 | Episodes 23092 | FPS   2244 | Mean reward    316.2 | LR 2.90e-05 | Time   2013s
Update 2210/2441 | Step 4,526,080 | Episodes 23119 | FPS   2241 | Mean reward    467.8 | LR 2.84e-05 | Time   2019s
Update 2215/2441 | Step 4,536,320 | Episodes 23147 | FPS   2240 | Mean reward    442.9 | LR 2.78e-05 | Time   2025s
Update 2220/2441 | Step 4,546,560 | Episodes 23177 | FPS   2239 | Mean reward    304.8 | LR 2.72e-05 | Time   2030s
Update 2225/2441 | Step 4,556,800 | Episodes 23211 | FPS   2238 | Mean reward    412.0 | LR 2.65e-05 | Time   2036s
Update 2230/2441 | Step 4,567,040 | Episodes 23245 | FPS   2237 | Mean reward    307.4 | LR 2.59e-05 | Time   2042s
Update 2235/2441 | Step 4,577,280 | Episodes 23280 | FPS   2236 | Mean reward    317.0 | LR 2.53e-05 | Time   2047s
Update 2240/2441 | Step 4,587,520 | Episodes 23312 | FPS   2235 | Mean reward    400.3 | LR 2.47e-05 | Time   2052s
Update 2245/2441 | Step 4,597,760 | Episodes 23342 | FPS   2235 | Mean reward    396.0 | LR 2.41e-05 | Time   2057s
Update 2250/2441 | Step 4,608,000 | Episodes 23367 | FPS   2234 | Mean reward    499.3 | LR 2.35e-05 | Time   2062s
   ->  Model saved to checkpoints/ant_ppo_4608000.pt
Update 2255/2441 | Step 4,618,240 | Episodes 23395 | FPS   2233 | Mean reward    407.5 | LR 2.29e-05 | Time   2068s
Update 2260/2441 | Step 4,628,480 | Episodes 23423 | FPS   2232 | Mean reward    395.4 | LR 2.22e-05 | Time   2074s
Update 2265/2441 | Step 4,638,720 | Episodes 23446 | FPS   2232 | Mean reward    529.3 | LR 2.16e-05 | Time   2079s
Update 2270/2441 | Step 4,648,960 | Episodes 23474 | FPS   2231 | Mean reward    409.1 | LR 2.10e-05 | Time   2084s
Update 2275/2441 | Step 4,659,200 | Episodes 23498 | FPS   2231 | Mean reward    486.7 | LR 2.04e-05 | Time   2088s
